SpreadsheetImportPlus v1,,,,,,,,,,,,,,
từ vựng,nghĩa,loại từ,giải thích,ví dụ,nghĩa ví dụ,collocation,synonym,antonym,tag_1,tag_2,tag_3,tag_4,id,_tags
쌀국수,phở,Danh từ,,**쌀국수**를 좋아해요.,Tôi thích **phở**.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00844,THTH::Quyển-01::Bài-08::4.새_단어
시키다,gọi (món),Động từ,,냉면을 **시켜요**.,Tôi **gọi** mì lạnh.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00845,THTH::Quyển-01::Bài-08::4.새_단어
무엇을 시키다,gọi cái gì,Danh từ + Động từ,,**무엇을 시킬까요?**,Chúng ta **gọi món gì** đây?,,,,THTH,Quyển_01,Bài_08,,THTH-01-00846,THTH::Quyển-01::Bài-08::4.새_단어
아주 좋아하다,rất thích,Phó từ + Động từ,,저는 김치를 **아주 좋아해요**.,Tôi **rất thích** kim chi.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00847,THTH::Quyển-01::Bài-08::4.새_단어
닭,gà,Danh từ,,**닭**고기를 먹어요.,Tôi ăn thịt **gà**.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00848,THTH::Quyển-01::Bài-08::4.새_단어
고기,thịt,Danh từ,,**고기**를 구워요.,Tôi nướng **thịt**.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00849,THTH::Quyển-01::Bài-08::4.새_단어
닭고기,thịt gà,Danh từ,,**닭고기**를 좋아해요.,Tôi thích **thịt gà**.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00850,THTH::Quyển-01::Bài-08::4.새_단어
소고기,thịt bò,Danh từ,,**소고기**는 비싸요.,**Thịt bò** thì đắt.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00851,THTH::Quyển-01::Bài-08::4.새_단어
소,bò,Danh từ,,**소**고기를 먹어요.,Tôi ăn thịt **bò**.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00852,THTH::Quyển-01::Bài-08::4.새_단어
햄버거,hamburger,Danh từ,,**햄버거**를 먹어요.,Tôi ăn **hamburger**.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00853,THTH::Quyển-01::Bài-08::4.새_단어
레몬 물,nước chanh,Cụm Danh từ,,**레몬 물**을 마셔요.,Tôi uống **nước chanh**.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00854,THTH::Quyển-01::Bài-08::4.새_단어
망고 주스,nước ép xoài,Cụm Danh từ,,**망고 주스**를 마셔요.,Tôi uống **nước ép xoài**.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00855,THTH::Quyển-01::Bài-08::4.새_단어
찌개,món hầm/canh (nhiều cái),Danh từ,,김치**찌개**를 먹어요.,Tôi ăn **canh kim chi đặc**.,,,,THTH,Quyển_01,Bài_08,,THTH-01-00856,THTH::Quyển-01::Bài-08::4.새_단어
올라가다 / 올라오다,đi lên,Danh từ,가다: ra xa người nói; 오다: lại gần người nói,2층으로 **올라가요**. / 친구가 **올라와요**.,Tôi **đi lên** tầng 2. / Bạn tôi **đi lên** đây.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00857,THTH::Quyển-01::Bài-09::5.새_단어
위로 올라가다 / 올라오다,đi lên trên,Danh từ + Động từ,가다: ra xa người nói; 오다: lại gần người nói,**위로 올라가세요**.,Hãy **đi lên trên**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00858,THTH::Quyển-01::Bài-09::5.새_단어
시청,toà thị chính,Danh từ,,**시청** 앞에서 만나요.,Gặp nhau trước **tòa thị chính**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00859,THTH::Quyển-01::Bài-09::5.새_단어
나가는 곳,Lối ra,Động từ + Danh từ,,**나가는 곳**이 어디예요?,**Lối ra** ở đâu?,,,,THTH,Quyển_01,Bài_09,,THTH-01-00860,THTH::Quyển-01::Bài-09::5.새_단어
표,"vé, phiếu",Danh từ,,영화 **표**를 샀어요.,Tôi đã mua **vé** phim.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00861,THTH::Quyển-01::Bài-09::5.새_단어
표를 사다,mua vé,Danh từ + Động từ,,**표를 사요**.,Tôi **mua vé**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00862,THTH::Quyển-01::Bài-09::5.새_단어
표를 끊다,đặt vé,Danh từ + Động từ,,기차 **표를 끊어요**(티켓을 끊어요).,Tôi **mua vé** tàu.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00863,THTH::Quyển-01::Bài-09::5.새_단어
티켓을 끊다,đặt vé (ticket),Danh từ + Động từ,ticket,,,,,,THTH,Quyển_01,Bài_09,,THTH-01-00864,THTH::Quyển-01::Bài-09::5.새_단어
차표,vé xe,Danh từ,,**차표**를 보여주세요.,Cho xem **vé xe**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00865,THTH::Quyển-01::Bài-09::5.새_단어
차표 사는 곳,nơi mua vé xe,Động từ + Danh từ,,**차표 사는 곳**이 어디예요?,**Nơi mua vé xe** ở đâu?,,,,THTH,Quyển_01,Bài_09,,THTH-01-00866,THTH::Quyển-01::Bài-09::5.새_단어
내리다,(đi) xuống,Động từ,,버스에서 **내려요**.,Tôi **xuống** xe buýt.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00867,THTH::Quyển-01::Bài-09::5.새_단어
내려가다 / 내려오다,đi xuống,Động từ,가다: ra xa người nói; 오다: lại gần người nói,아래층으로 **내려가요**. / 친구가 **내려와요**.,Tôi **đi xuống** tầng dưới. / Bạn tôi **đi xuống** đây.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00868,THTH::Quyển-01::Bài-09::5.새_단어
아래로 내려가다 / 내려오다,đi xuống dưới,Danh từ + Động từ,,**아래로 내려오세요**.,Hãy **đi xuống dưới**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00869,THTH::Quyển-01::Bài-09::5.새_단어
어디에 있다,ở đâu,Danh từ + Động từ,,책이 **어디에 있어요?**,Sách **ở đâu?**,,,,THTH,Quyển_01,Bài_09,,THTH-01-00870,THTH::Quyển-01::Bài-09::5.새_단어
어디에 계세요?,Đang ở đâu vậy ạ? (Kính ngữ),Danh từ + Động từ,,"선생님, **어디에 계세요?**",Thầy **đang ở đâu vậy ạ?**,,,,THTH,Quyển_01,Bài_09,,THTH-01-00871,THTH::Quyển-01::Bài-09::5.새_단어
들어가다,đi vào,Động từ,,집에 **들어가요**.,Tôi **đi vào** nhà.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00872,THTH::Quyển-01::Bài-09::5.새_단어
안으로 들어가다,đi vào trong,Danh từ + Động từ,,교실 **안으로 들어가요**.,Tôi **đi vào trong** lớp học.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00873,THTH::Quyển-01::Bài-09::5.새_단어
돌아가다,"đi về, quay về",Động từ,,집에 **돌아가요**.,Tôi **đi về** nhà.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00874,THTH::Quyển-01::Bài-09::5.새_단어
놀다,chơi,Động từ,,친구하고 **놀아요**.,Tôi **chơi** với bạn.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00875,THTH::Quyển-01::Bài-09::5.새_단어
음악을 들을래요?,Bạn nghe nhạc chứ?,Câu,,같이 **음악을 들을래요?**,Cùng **nghe nhạc chứ?**,,,,THTH,Quyển_01,Bài_09,,THTH-01-00876,THTH::Quyển-01::Bài-09::5.새_단어
의자에 앉다,ngồi vào ghế,Danh từ + Động từ,,**의자에 앉아요**.,Tôi **ngồi vào ghế**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00877,THTH::Quyển-01::Bài-09::5.새_단어
사진을 찍다,chụp ảnh,Danh từ + Động từ,,**사진을 찍어요**.,Tôi **chụp ảnh**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00878,THTH::Quyển-01::Bài-09::5.새_단어
배드민턴,môn cầu lông,Danh từ,,**배드민턴**을 쳐요.,Tôi đánh **cầu lông**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00879,THTH::Quyển-01::Bài-09::5.새_단어
배드민턴을 치다,đánh cầu lông,Danh từ + Động từ,,저는 **배드민턴을 쳐요**.,Tôi **đánh cầu lông**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00880,THTH::Quyển-01::Bài-09::5.새_단어
우리 집,nhà tôi/chúng tôi,Cụm Danh từ,,**우리 집**은 아파트예요.,**Nhà tôi** là chung cư.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00881,THTH::Quyển-01::Bài-09::5.새_단어
우리 나라,nước tôi/chúng tôi,Cụm Danh từ,,**우리 나라**는 베트남이에요.,**Nước tôi** là Việt Nam.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00882,THTH::Quyển-01::Bài-09::5.새_단어
우리 학교,trường tôi/chúng tôi,Cụm Danh từ,,**우리 학교**는 커요.,**Trường tôi** thì lớn.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00883,THTH::Quyển-01::Bài-09::5.새_단어
우리 선생님,giáo viên tôi/chúng tôi,Cụm Danh từ,,**우리 선생님**은 친절해요.,**Giáo viên tôi** thân thiện.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00884,THTH::Quyển-01::Bài-09::5.새_단어
우리 아버지,bố tôi/chúng tôi,Cụm Danh từ,,**우리 아버지**는 회사원이에요.,**Bố tôi** là nhân viên công ty.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00885,THTH::Quyển-01::Bài-09::5.새_단어
우리 어머니,mẹ tôi/chúng tôi,Cụm Danh từ,,**우리 어머니**는 주부예요.,**Mẹ tôi** là nội trợ.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00886,THTH::Quyển-01::Bài-09::5.새_단어
우리 오빠,anh trai tôi/chúng tôi (em gái gọi),Cụm Danh từ,,**우리 오빠**는 대학생이에요.,**Anh trai tôi** là sinh viên.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00887,THTH::Quyển-01::Bài-09::5.새_단어
우리 언니,chị gái tôi/chúng tôi (em gái gọi),Cụm Danh từ,,**우리 언니**는 예뻐요.,**Chị gái tôi** xinh.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00888,THTH::Quyển-01::Bài-09::5.새_단어
우리 동생,em tôi/chúng tôi,Cụm Danh từ,,**우리 동생**은 귀여워요.,**Em tôi** dễ thương.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00889,THTH::Quyển-01::Bài-09::5.새_단어
우리 남동생,em trai tôi/chúng tôi,Cụm Danh từ,,**우리 남동생**은 학생이에요.,**Em trai tôi** là học sinh.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00890,THTH::Quyển-01::Bài-09::5.새_단어
여보세요?,Alo?,Câu,Dùng khi nghe điện thoại,**여보세요?** 누구세요?,**Alo?** Ai đấy ạ?,,,,THTH,Quyển_01,Bài_09,,THTH-01-00891,THTH::Quyển-01::Bài-09::5.새_단어
식당 옆에 있다,ở cạnh nhà hàng,Danh từ + Động từ,,약국은 **식당 옆에 있어요**.,Hiệu thuốc **ở cạnh nhà hàng**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00892,THTH::Quyển-01::Bài-09::5.새_단어
슈퍼마켓,siêu thị,Danh từ,,**슈퍼마켓**에서 과자를 사요.,Tôi mua bánh kẹo ở **siêu thị**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00893,THTH::Quyển-01::Bài-09::5.새_단어
은행 건너편 / 맞은편에 있다,ở phía đối diện ngân hàng,Câu,,우체국은 **은행 건너편에 있어요**.,Bưu điện **ở phía đối diện ngân hàng**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00894,THTH::Quyển-01::Bài-09::5.새_단어
옆 집,"nhà bên cạnh, nhà hàng xóm",Cụm Danh từ,,**옆 집**에 친구가 살아요.,**Nhà bên cạnh** có bạn tôi sống.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00895,THTH::Quyển-01::Bài-09::5.새_단어
미터,mét,Danh từ,,학교까지 100**미터**예요.,Đến trường là 100 **mét**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00896,THTH::Quyển-01::Bài-09::5.새_단어
잘 모르겠어요,Tôi không biết rõ lắm ạ.,Câu,,길을 **잘 모르겠어요**.,Tôi **không biết rõ** đường lắm.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00897,THTH::Quyển-01::Bài-09::5.새_단어
약속,"cuộc hẹn, lời hứa",Danh từ,,친구와 **약속**이 있어요.,Tôi có **cuộc hẹn** với bạn.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00898,THTH::Quyển-01::Bài-09::5.새_단어
바로 옆에 있다,ở ngay bên cạnh,Câu,,**바로 옆에 있어요**.,**Ở ngay bên cạnh**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00899,THTH::Quyển-01::Bài-09::5.새_단어
멀다,xa,Tính từ,,집이 학교에서 **멀어요**.,Nhà **xa** trường.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00900,THTH::Quyển-01::Bài-09::5.새_단어
가깝다,gần,Tính từ,,집이 학교에서 **가까워요**.,Nhà **gần** trường.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00901,THTH::Quyển-01::Bài-09::5.새_단어
아주머니,"bà, thím, cô (người phụ nữ trung niên)",Danh từ,,"**아주머니**, 김치 주세요.","**Cô** ơi, cho cháu kim chi.",,,,THTH,Quyển_01,Bài_09,,THTH-01-00902,THTH::Quyển-01::Bài-09::5.새_단어
보고 싶다,nhớ ...,Câu,,고향이 **보고 싶어요**. / 친구가 **보고 싶어요**.,Tôi **nhớ** quê hương. / Tôi **nhớ** bạn.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00903,THTH::Quyển-01::Bài-09::5.새_단어
구하다,"tìm, kiếm",Động từ,,방을 **구해요**.,Tôi **tìm** phòng.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00904,THTH::Quyển-01::Bài-09::5.새_단어
방을 구하다,tìm phòng,Danh từ + Động từ,,저는 **방을 구해요**.,Tôi **tìm phòng**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00905,THTH::Quyển-01::Bài-09::5.새_단어
빨간색,màu đỏ,Danh từ,,**빨간색** 사과,Táo **màu đỏ**,,,,THTH,Quyển_01,Bài_09,,THTH-01-00906,THTH::Quyển-01::Bài-09::5.새_단어
여름,mùa hè,Danh từ,,**여름**은 더워요.,**Mùa hè** thì nóng.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00907,THTH::Quyển-01::Bài-09::5.새_단어
시원하다,mát mẻ,Tính từ,,**시원한** 물을 마셔요.,Tôi uống nước **mát**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00908,THTH::Quyển-01::Bài-09::5.새_단어
손님방,phòng dành cho khách,Danh từ,,**손님방**을 청소해요.,Tôi dọn **phòng khách**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00909,THTH::Quyển-01::Bài-09::5.새_단어
주차장,bãi đỗ xe,Danh từ,,**주차장**에 차가 많아요.,Ở **bãi đỗ xe** có nhiều xe.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00910,THTH::Quyển-01::Bài-09::5.새_단어
주차하다,đỗ xe,Động từ,,여기에 **주차해요**.,Tôi **đỗ xe** ở đây.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00911,THTH::Quyển-01::Bài-09::5.새_단어
건물,toà nhà,Danh từ,,높은 **건물**이에요.,Là **tòa nhà** cao.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00912,THTH::Quyển-01::Bài-09::5.새_단어
초대하다,mời,Động từ,,친구를 집에 **초대해요**.,Tôi **mời** bạn đến nhà.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00913,THTH::Quyển-01::Bài-09::5.새_단어
초대,lời mời,Danh từ,,**초대**를 받았어요.,Tôi đã nhận được **lời mời**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00914,THTH::Quyển-01::Bài-09::5.새_단어
12번 버스,xe buýt số 12,Cụm Danh từ,,**12번 버스**를 타요.,Tôi đi **xe buýt số 12**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00915,THTH::Quyển-01::Bài-09::5.새_단어
1동 304호,toà 1 phòng 304,Cụm Danh từ,,**1동 304호**에 살아요.,Tôi sống ở **phòng 304 tòa 1**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00916,THTH::Quyển-01::Bài-09::5.새_단어
시골,làng quê,Danh từ,,저는 **시골**에 살아요.,Tôi sống ở **làng quê**.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00917,THTH::Quyển-01::Bài-09::5.새_단어
도시,thành phố,Danh từ,,서울은 큰 **도시**예요.,Seoul là **thành phố** lớn.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00918,THTH::Quyển-01::Bài-09::5.새_단어
백 미터,100 mét,Cụm Danh từ,,**백 미터**만 가세요.,Chỉ đi **100 mét** thôi.,,,,THTH,Quyển_01,Bài_09,,THTH-01-00919,THTH::Quyển-01::Bài-09::5.새_단어
계절,mùa màng,Danh từ,,한국에는 사**계절**이 뚜렷해요.,Hàn Quốc có bốn **mùa** rõ rệt.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00920,THTH::Quyển-01::Bài-11::1.계절
봄,mùa xuân,Danh từ,,**봄**에는 꽃이 많이 펴요.,"Vào **mùa xuân**, hoa nở rất nhiều.",,,,THTH,Quyển_01,Bài_11,,THTH-01-00921,THTH::Quyển-01::Bài-11::1.계절
여름,mùa hè,Danh từ,,**여름**에는 바다에 가고 싶어요.,"Vào **mùa hè**, tôi muốn đi biển.",,,,THTH,Quyển_01,Bài_11,,THTH-01-00922,THTH::Quyển-01::Bài-11::1.계절
가을,mùa thu,Danh từ,,**가을**은 독서의 계절이에요.,**Mùa thu** là mùa của đọc sách.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00923,THTH::Quyển-01::Bài-11::1.계절
겨울,mùa đông,Danh từ,,**겨울**에는 눈이 와요.,"Vào **mùa đông**, tuyết rơi.",,,,THTH,Quyển_01,Bài_11,,THTH-01-00924,THTH::Quyển-01::Bài-11::1.계절
날씨,thời tiết,Danh từ,,오늘 **날씨**가 어때요?,**Thời tiết** hôm nay thế nào?,,,,THTH,Quyển_01,Bài_11,,THTH-01-00925,THTH::Quyển-01::Bài-11::2.날씨
따뜻하다,ấm áp,Tính từ,,봄 날씨가 아주 **따뜻해요**.,Thời tiết mùa xuân rất **ấm áp**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00926,THTH::Quyển-01::Bài-11::2.날씨
덥다,nóng,Tính từ,,여름은 너무 **더워요**.,Mùa hè thì quá **nóng**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00927,THTH::Quyển-01::Bài-11::2.날씨
쌀쌀하다,se se lạnh,Tính từ,,가을 저녁은 좀 **쌀쌀해요**.,Buổi tối mùa thu hơi **se se lạnh**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00928,THTH::Quyển-01::Bài-11::2.날씨
춥다,lạnh,Tính từ,,겨울은 정말 **추워요**.,Mùa đông thật sự **lạnh**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00929,THTH::Quyển-01::Bài-11::2.날씨
비가 오다 / 내리다,"trời mưa, mưa rơi",Câu,,지금 밖에 **비가 와요**.,Bây giờ bên ngoài **trời đang mưa**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00930,THTH::Quyển-01::Bài-11::2.날씨
비가 그치다,mưa tạnh,Danh từ + Động từ,"**그치다**: dừng, ngớt (dùng cho mưa, tuyết, khóc...)",드디어 **비가 그쳤어요**.,Cuối cùng thì **mưa đã tạnh**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00931,THTH::Quyển-01::Bài-11::2.날씨
눈이 오다 / 내리다,"trời tuyết, tuyết rơi",Danh từ + Động từ,,오늘 밤에 **눈이 올까요**?,Liệu tối nay **tuyết có rơi** không?,,,,THTH,Quyển_01,Bài_11,,THTH-01-00932,THTH::Quyển-01::Bài-11::2.날씨
눈이 그치다,tuyết ngừng rơi,Danh từ + Động từ,"**그치다**: dừng, ngớt (dùng cho mưa, tuyết, khóc...)",아침에 **눈이 그쳤어요**.,Sáng nay **tuyết đã ngừng rơi**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00933,THTH::Quyển-01::Bài-11::2.날씨
맑다,trong xanh,Tính từ,,오늘은 하늘이 아주 **맑아요**.,Hôm nay bầu trời rất **trong xanh**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00934,THTH::Quyển-01::Bài-11::2.날씨
흐리다,âm u,Tính từ,,내일은 날씨가 **흐릴** 거예요.,Ngày mai thời tiết sẽ **âm u**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00935,THTH::Quyển-01::Bài-11::2.날씨
바람이 불다,gió thổi,Danh từ + Động từ,,오늘은 **바람이 많이 불어요**.,Hôm nay **gió thổi** nhiều.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00936,THTH::Quyển-01::Bài-11::2.날씨
구름이 끼다,nhiều mây,Danh từ + Động từ,,하늘에 **구름이 많이 꼈어요**.,Trên trời **nhiều mây** quá.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00937,THTH::Quyển-01::Bài-11::2.날씨
안개가 끼다,nhiều sương mù,Danh từ + Động từ,,아침에 **안개가 짙게 꼈어요**.,Buổi sáng **sương mù dày đặc**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00938,THTH::Quyển-01::Bài-11::2.날씨
바람,gió,Danh từ,,시원한 **바람**이 좋아요.,Tôi thích làn **gió** mát.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00939,THTH::Quyển-01::Bài-11::3.날씨_관련_어휘
해 / 태양,mặt trời (thái dương),Danh từ,,**해**가 떴어요.,**Mặt trời** đã mọc.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00940,THTH::Quyển-01::Bài-11::3.날씨_관련_어휘
비,mưa,Danh từ,,우산 없는데 **비**가 와요.,Tôi không có ô mà **mưa** rồi.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00941,THTH::Quyển-01::Bài-11::3.날씨_관련_어휘
눈,tuyết,Danh từ,,하얀 **눈**이 아름다워요.,**Tuyết** trắng thật đẹp.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00942,THTH::Quyển-01::Bài-11::3.날씨_관련_어휘
안개,sương mù,Danh từ,,**안개** 때문에 길이 잘 안 보여요.,Vì **sương mù** nên không nhìn rõ đường.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00943,THTH::Quyển-01::Bài-11::3.날씨_관련_어휘
구름,mây,Danh từ,,하늘에 예쁜 **구름**이 떠 있어요.,Có đám **mây** đẹp trôi trên bầu trời.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00944,THTH::Quyển-01::Bài-11::3.날씨_관련_어휘
기온,nhiệt độ không khí,Danh từ,,오늘 **기온**이 몇 도예요?,**Nhiệt độ không khí** hôm nay là bao nhiêu độ?,,,,THTH,Quyển_01,Bài_11,,THTH-01-00945,THTH::Quyển-01::Bài-11::4.기온
영상,"trên không độ, độ dương",Danh từ,,내일 기온은 **영상** 10도입니다.,Nhiệt độ ngày mai là 10 **độ dương**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00946,THTH::Quyển-01::Bài-11::4.기온
영하,"dưới không độ, độ âm",Danh từ,,지금 **영하** 5도예요.,Bây giờ là 5 **độ âm**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00947,THTH::Quyển-01::Bài-11::4.기온
도,độ,Danh từ,,오늘은 25**도**예요.,Hôm nay là 25 **độ**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00948,THTH::Quyển-01::Bài-11::4.기온
영상의 기온,nhiệt độ dương,Cụm Danh từ,,오늘은 **영상의 기온**이라서 따뜻해요.,Hôm nay **nhiệt độ dương** nên trời ấm.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00949,THTH::Quyển-01::Bài-11::4.기온
영하의 기온,nhiệt độ âm,Cụm Danh từ,,**영하의 기온**에는 옷을 따뜻하게 입어야 해요.,Khi **nhiệt độ âm** phải mặc quần áo ấm.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00950,THTH::Quyển-01::Bài-11::4.기온
겨울 방학,kỳ nghỉ đông,Cụm Danh từ,,**겨울 방학**에 스키 타러 갈 거예요.,Tôi sẽ đi trượt tuyết vào **kỳ nghỉ đông**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00951,THTH::Quyển-01::Bài-11::5.새_단어
여름 방학,kỳ nghỉ hè,Cụm Danh từ,,**여름 방학**이 기다려져요.,Tôi đang mong chờ **kỳ nghỉ hè**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00952,THTH::Quyển-01::Bài-11::5.새_단어
아마,có lẽ,Phó từ,,**아마** 내일 비가 올 거예요.,**Có lẽ** ngày mai trời sẽ mưa.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00953,THTH::Quyển-01::Bài-11::5.새_단어
정말,thật sự,Phó từ,,이 음식이 **정말** 맛있어요.,Món ăn này **thật sự** ngon.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00954,THTH::Quyển-01::Bài-11::5.새_단어
코트,áo khoát (coat),Danh từ,,겨울에는 **코트**를 입어요.,Mùa đông thì mặc **áo khoác**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00955,THTH::Quyển-01::Bài-11::5.새_단어
반팔 옷,"áo ngắn tay, áo cộc tay",Cụm Danh từ,,여름에는 **반팔 옷**을 즐겨 입어요.,Mùa hè tôi thích mặc **áo ngắn tay**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00956,THTH::Quyển-01::Bài-11::5.새_단어
긴팔 옷,áo dài tay,Cụm Danh từ,,가을에는 **긴팔 옷**이 필요해요.,Mùa thu cần **áo dài tay**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00957,THTH::Quyển-01::Bài-11::5.새_단어
반바지,quần short,Danh từ,,더워서 **반바지**를 입었어요.,Vì nóng nên tôi đã mặc **quần short**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00958,THTH::Quyển-01::Bài-11::5.새_단어
장갑,găng tay,Danh từ,,추워서 **장갑**을 꼈어요.,Vì lạnh nên tôi đã đeo **găng tay**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00959,THTH::Quyển-01::Bài-11::5.새_단어
목도리,khăn quàng cổ,Danh từ,,겨울에 **목도리**를 하면 따뜻해요.,Mùa đông quàng **khăn quàng cổ** thì ấm.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00960,THTH::Quyển-01::Bài-11::5.새_단어
부츠,"bốt, ủng",Danh từ,,눈 오는 날에는 **부츠**를 신어요.,Ngày tuyết rơi thì đi **bốt**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00961,THTH::Quyển-01::Bài-11::5.새_단어
우산,dù (che mưa),Danh từ,,비가 와서 **우산**을 썼어요.,Vì trời mưa nên tôi đã dùng **dù**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00962,THTH::Quyển-01::Bài-11::5.새_단어
양산,dù (che nắng),Danh từ,,햇볕이 강해서 **양산**을 썼어요.,Nắng gắt nên tôi đã dùng **dù che nắng**.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00963,THTH::Quyển-01::Bài-11::5.새_단어
단풍,lá phong,Danh từ,,가을에는 **단풍**이 아름다워요.,Mùa thu **lá phong** rất đẹp.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00964,THTH::Quyển-01::Bài-11::5.새_단어
단풍이 들다,lá phong thay màu,Câu,,산에 **단풍이 예쁘게 들었어요**.,Trên núi **lá phong đã chuyển màu** rất đẹp.,,,,THTH,Quyển_01,Bài_11,,THTH-01-00965,THTH::Quyển-01::Bài-11::5.새_단어
